11-Dec-15,17:49:33.153 7        0bbd ent_dependency::depend_parents, Getting tasks that task 5 depends on.
11-Dec-15,17:49:33.153 7        0bbd ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:49:33.154 7        0bbd atm_tasks::insertTaskToSchedule, Task 5 added at time position 2011-12-15 17:49:33
11-Dec-15,17:49:33.154 7        0bbd atm_tasks::insertTaskToSchedule, Inserting task 6
11-Dec-15,17:49:33.154 7        0bbd ent_dependency::depend_parents, Getting tasks that task 6 depends on.
11-Dec-15,17:49:33.155 7        0bbd ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:49:33.155 7        0bbd atm_tasks::insertTaskToSchedule, Task 6 added at time position 2011-12-15 17:49:33
11-Dec-15,17:49:33.155 7        0bbd atm_tasks::insertTaskToSchedule, Inserting task 5
11-Dec-15,17:49:33.155 7        0bbd ent_dependency::depend_parents, Getting tasks that task 5 depends on.
11-Dec-15,17:49:33.156 7        0bbd ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:49:33.156 7        0bbd atm_tasks::insertTaskToSchedule, Task 5 added at time position 2011-12-15 17:49:33
11-Dec-15,17:49:33.157 7        0bbd atm_tasks::insertTaskToSchedule, Inserting task 6
11-Dec-15,17:49:33.157 7        0bbd ent_dependency::depend_parents, Getting tasks that task 6 depends on.
11-Dec-15,17:49:33.157 7        0bbd ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:49:33.157 7        0bbd atm_tasks::insertTaskToSchedule, Task 6 added at time position 2011-12-15 17:49:33
11-Dec-15,17:49:33.158 7        0bbd atm_tasks::insertTaskToSchedule, Inserting task 5
11-Dec-15,17:49:33.158 2 *****  0bbd atm_tasks::insertTaskToSchedule, Looping on tasks: ,5,6
11-Dec-15,17:54:22.830 5 **     5021 sm_debug::write, Index file request: /tasks
11-Dec-15,17:54:22.841 7        5021 sm_atm::__construct, Starting ATM: atm_tasks, ACP: 
11-Dec-15,17:54:22.842 7        5021 sm_sess::_open, save_path = C:\MyFiles\WebSites\whatdoido/sessions
11-Dec-15,17:54:22.858 7        5021 ent_task::getOpenList, Getting open task list: 0, 0, 0, 0
11-Dec-15,17:54:22.859 7        5021 ent_task::getOpenList, Tasks found: 6
11-Dec-15,17:54:22.860 7        5021 atm_tasks::outputdebugtasks, Name: Task 1, Calculated deadline: 
11-Dec-15,17:54:22.860 7        5021 atm_tasks::outputdebugtasks, Name: Task 2, Calculated deadline: 
11-Dec-15,17:54:22.860 7        5021 atm_tasks::outputdebugtasks, Name: Task 3, Calculated deadline: 
11-Dec-15,17:54:22.860 7        5021 atm_tasks::outputdebugtasks, Name: Task 4, Calculated deadline: 2011-12-20 00:00:00
11-Dec-15,17:54:22.861 7        5021 atm_tasks::outputdebugtasks, Name: Task 5, Calculated deadline: 2011-12-14 18:45:00
11-Dec-15,17:54:22.861 7        5021 atm_tasks::outputdebugtasks, Name: Task 6, Calculated deadline: 2011-12-14 19:45:00
11-Dec-15,17:54:22.861 7        5021 atm_tasks::adjustParentDeadline, Task ID: 1
11-Dec-15,17:54:22.861 7        5021 atm_tasks::adjustParentDeadline, Task ID: 2
11-Dec-15,17:54:22.861 7        5021 atm_tasks::adjustParentDeadline, Task ID: 3
11-Dec-15,17:54:22.862 7        5021 atm_tasks::adjustParentDeadline, Task ID: 4
11-Dec-15,17:54:22.862 7        5021 ent_dependency::depend_parents, Getting tasks that task 4 depends on.
11-Dec-15,17:54:22.863 7        5021 ent_dependency::depend_parents, Tasks found: 1
11-Dec-15,17:54:22.863 7        5021 atm_tasks::adjustParentDeadline, Setting deadline for task (no deadline before): 1, new deadline: 2011-12-19 23:20:00
11-Dec-15,17:54:22.863 7        5021 atm_tasks::adjustParentDeadline, Task ID: 1
11-Dec-15,17:54:22.863 7        5021 ent_dependency::depend_parents, Getting tasks that task 1 depends on.
11-Dec-15,17:54:22.864 7        5021 ent_dependency::depend_parents, Tasks found: 1
11-Dec-15,17:54:22.864 7        5021 atm_tasks::adjustParentDeadline, Setting deadline for task (no deadline before): 2, new deadline: 2011-12-19 23:00:00
11-Dec-15,17:54:22.864 7        5021 atm_tasks::adjustParentDeadline, Task ID: 2
11-Dec-15,17:54:22.864 7        5021 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-15,17:54:22.865 7        5021 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:22.865 7        5021 atm_tasks::adjustParentDeadline, Task ID: 5
11-Dec-15,17:54:22.865 7        5021 ent_dependency::depend_parents, Getting tasks that task 5 depends on.
11-Dec-15,17:54:22.866 7        5021 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:22.866 7        5021 atm_tasks::adjustParentDeadline, Task ID: 6
11-Dec-15,17:54:22.866 7        5021 ent_dependency::depend_parents, Getting tasks that task 6 depends on.
11-Dec-15,17:54:22.867 7        5021 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:22.867 7        5021 atm_tasks::outputdebugtasks, Name: Task 1, Calculated deadline: 2011-12-19 23:20:00
11-Dec-15,17:54:22.867 7        5021 atm_tasks::outputdebugtasks, Name: Task 2, Calculated deadline: 2011-12-19 23:00:00
11-Dec-15,17:54:22.867 7        5021 atm_tasks::outputdebugtasks, Name: Task 3, Calculated deadline: 
11-Dec-15,17:54:22.868 7        5021 atm_tasks::outputdebugtasks, Name: Task 4, Calculated deadline: 2011-12-20 00:00:00
11-Dec-15,17:54:22.868 7        5021 atm_tasks::outputdebugtasks, Name: Task 5, Calculated deadline: 2011-12-14 18:45:00
11-Dec-15,17:54:22.868 7        5021 atm_tasks::outputdebugtasks, Name: Task 6, Calculated deadline: 2011-12-14 19:45:00
11-Dec-15,17:54:22.868 7        5021 atm_tasks::insertTaskToSchedule, Inserting task 1
11-Dec-15,17:54:22.868 7        5021 ent_dependency::depend_parents, Getting tasks that task 1 depends on.
11-Dec-15,17:54:22.869 7        5021 ent_dependency::depend_parents, Tasks found: 1
11-Dec-15,17:54:22.869 7        5021 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-15,17:54:22.869 7        5021 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:22.870 7        5021 atm_tasks::insertTaskToSchedule, Task 1 added at time position 2011-12-15 17:54:22
11-Dec-15,17:54:22.870 7        5021 atm_tasks::insertTaskToSchedule, Inserting task 2
11-Dec-15,17:54:22.870 7        5021 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-15,17:54:22.870 7        5021 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:22.871 7        5021 atm_tasks::insertTaskToSchedule, Task 2 added at time position 2011-12-15 17:54:22
11-Dec-15,17:54:22.871 7        5021 atm_tasks::insertTaskToSchedule, Inserting task 3
11-Dec-15,17:54:22.871 7        5021 ent_dependency::depend_parents, Getting tasks that task 3 depends on.
11-Dec-15,17:54:22.871 7        5021 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:22.872 7        5021 atm_tasks::insertTaskToSchedule, Task 3 added at time position 2011-12-15 17:54:22
11-Dec-15,17:54:22.872 7        5021 atm_tasks::insertTaskToSchedule, Inserting task 4
11-Dec-15,17:54:22.872 7        5021 ent_dependency::depend_parents, Getting tasks that task 4 depends on.
11-Dec-15,17:54:22.873 7        5021 ent_dependency::depend_parents, Tasks found: 1
11-Dec-15,17:54:22.873 7        5021 ent_dependency::depend_parents, Getting tasks that task 1 depends on.
11-Dec-15,17:54:22.873 7        5021 ent_dependency::depend_parents, Tasks found: 1
11-Dec-15,17:54:22.873 7        5021 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-15,17:54:22.874 7        5021 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:22.874 7        5021 atm_tasks::insertTaskToSchedule, Task 4 added at time position 2011-12-15 20:04:22
11-Dec-15,17:54:22.874 7        5021 atm_tasks::insertTaskToSchedule, Inserting task 5
11-Dec-15,17:54:22.875 7        5021 ent_dependency::depend_parents, Getting tasks that task 5 depends on.
11-Dec-15,17:54:22.875 7        5021 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:22.875 7        5021 atm_tasks::insertTaskToSchedule, Task 5 added at time position 2011-12-15 17:54:22
11-Dec-15,17:54:22.876 7        5021 atm_tasks::insertTaskToSchedule, Inserting task 6
11-Dec-15,17:54:22.876 7        5021 ent_dependency::depend_parents, Getting tasks that task 6 depends on.
11-Dec-15,17:54:22.876 7        5021 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:22.877 7        5021 atm_tasks::insertTaskToSchedule, Task 6 added at time position 2011-12-15 17:54:22
11-Dec-15,17:54:22.877 7        5021 atm_tasks::insertTaskToSchedule, Inserting task 5
11-Dec-15,17:54:22.877 7        5021 ent_dependency::depend_parents, Getting tasks that task 5 depends on.
11-Dec-15,17:54:22.878 7        5021 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:22.878 7        5021 atm_tasks::insertTaskToSchedule, Task 5 added at time position 2011-12-15 17:54:22
11-Dec-15,17:54:22.878 7        5021 atm_tasks::insertTaskToSchedule, Inserting task 6
11-Dec-15,17:54:22.878 7        5021 ent_dependency::depend_parents, Getting tasks that task 6 depends on.
11-Dec-15,17:54:22.879 7        5021 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:22.879 7        5021 atm_tasks::insertTaskToSchedule, Task 6 added at time position 2011-12-15 17:54:22
11-Dec-15,17:54:22.879 7        5021 atm_tasks::insertTaskToSchedule, Inserting task 5
11-Dec-15,17:54:22.880 2 *****  5021 atm_tasks::insertTaskToSchedule, Looping on tasks: ,5,6
11-Dec-15,17:54:46.046 5 **     fa65 sm_debug::write, Index file request: /tasks
11-Dec-15,17:54:46.056 7        fa65 sm_atm::__construct, Starting ATM: atm_tasks, ACP: 
11-Dec-15,17:54:46.058 7        fa65 sm_sess::_open, save_path = C:\MyFiles\WebSites\whatdoido/sessions
11-Dec-15,17:54:46.067 7        fa65 ent_task::getOpenList, Getting open task list: 0, 0, 0, 0
11-Dec-15,17:54:46.068 7        fa65 ent_task::getOpenList, Tasks found: 6
11-Dec-15,17:54:46.068 7        fa65 atm_tasks::outputdebugtasks, Name: Task 1, Calculated deadline: 
11-Dec-15,17:54:46.068 7        fa65 atm_tasks::outputdebugtasks, Name: Task 2, Calculated deadline: 
11-Dec-15,17:54:46.068 7        fa65 atm_tasks::outputdebugtasks, Name: Task 3, Calculated deadline: 
11-Dec-15,17:54:46.068 7        fa65 atm_tasks::outputdebugtasks, Name: Task 4, Calculated deadline: 2011-12-20 00:00:00
11-Dec-15,17:54:46.069 7        fa65 atm_tasks::outputdebugtasks, Name: Task 5, Calculated deadline: 2011-12-14 18:45:00
11-Dec-15,17:54:46.069 7        fa65 atm_tasks::outputdebugtasks, Name: Task 6, Calculated deadline: 2011-12-14 19:45:00
11-Dec-15,17:54:46.069 7        fa65 atm_tasks::adjustParentDeadline, Task ID: 1
11-Dec-15,17:54:46.069 7        fa65 atm_tasks::adjustParentDeadline, Task ID: 2
11-Dec-15,17:54:46.069 7        fa65 atm_tasks::adjustParentDeadline, Task ID: 3
11-Dec-15,17:54:46.070 7        fa65 atm_tasks::adjustParentDeadline, Task ID: 4
11-Dec-15,17:54:46.070 7        fa65 ent_dependency::depend_parents, Getting tasks that task 4 depends on.
11-Dec-15,17:54:46.071 7        fa65 ent_dependency::depend_parents, Tasks found: 1
11-Dec-15,17:54:46.071 7        fa65 atm_tasks::adjustParentDeadline, Setting deadline for task (no deadline before): 1, new deadline: 2011-12-19 23:20:00
11-Dec-15,17:54:46.071 7        fa65 atm_tasks::adjustParentDeadline, Task ID: 1
11-Dec-15,17:54:46.071 7        fa65 ent_dependency::depend_parents, Getting tasks that task 1 depends on.
11-Dec-15,17:54:46.072 7        fa65 ent_dependency::depend_parents, Tasks found: 1
11-Dec-15,17:54:46.072 7        fa65 atm_tasks::adjustParentDeadline, Setting deadline for task (no deadline before): 2, new deadline: 2011-12-19 23:00:00
11-Dec-15,17:54:46.072 7        fa65 atm_tasks::adjustParentDeadline, Task ID: 2
11-Dec-15,17:54:46.073 7        fa65 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-15,17:54:46.073 7        fa65 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:46.073 7        fa65 atm_tasks::adjustParentDeadline, Task ID: 5
11-Dec-15,17:54:46.073 7        fa65 ent_dependency::depend_parents, Getting tasks that task 5 depends on.
11-Dec-15,17:54:46.074 7        fa65 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:46.074 7        fa65 atm_tasks::adjustParentDeadline, Task ID: 6
11-Dec-15,17:54:46.074 7        fa65 ent_dependency::depend_parents, Getting tasks that task 6 depends on.
11-Dec-15,17:54:46.075 7        fa65 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:46.075 7        fa65 atm_tasks::outputdebugtasks, Name: Task 1, Calculated deadline: 2011-12-19 23:20:00
11-Dec-15,17:54:46.075 7        fa65 atm_tasks::outputdebugtasks, Name: Task 2, Calculated deadline: 2011-12-19 23:00:00
11-Dec-15,17:54:46.075 7        fa65 atm_tasks::outputdebugtasks, Name: Task 3, Calculated deadline: 
11-Dec-15,17:54:46.075 7        fa65 atm_tasks::outputdebugtasks, Name: Task 4, Calculated deadline: 2011-12-20 00:00:00
11-Dec-15,17:54:46.076 7        fa65 atm_tasks::outputdebugtasks, Name: Task 5, Calculated deadline: 2011-12-14 18:45:00
11-Dec-15,17:54:46.076 7        fa65 atm_tasks::outputdebugtasks, Name: Task 6, Calculated deadline: 2011-12-14 19:45:00
11-Dec-15,17:54:46.076 7        fa65 atm_tasks::insertTaskToSchedule, Inserting task 1
11-Dec-15,17:54:46.076 7        fa65 ent_dependency::depend_parents, Getting tasks that task 1 depends on.
11-Dec-15,17:54:46.077 7        fa65 ent_dependency::depend_parents, Tasks found: 1
11-Dec-15,17:54:46.077 7        fa65 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-15,17:54:46.077 7        fa65 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:46.078 7        fa65 atm_tasks::insertTaskToSchedule, Task 1 added at time position 2011-12-15 17:54:46
11-Dec-15,17:54:46.078 7        fa65 atm_tasks::insertTaskToSchedule, Inserting task 2
11-Dec-15,17:54:46.078 7        fa65 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-15,17:54:46.079 7        fa65 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:46.079 7        fa65 atm_tasks::insertTaskToSchedule, Task 2 added at time position 2011-12-15 17:54:46
11-Dec-15,17:54:46.079 7        fa65 atm_tasks::insertTaskToSchedule, Inserting task 3
11-Dec-15,17:54:46.079 7        fa65 ent_dependency::depend_parents, Getting tasks that task 3 depends on.
11-Dec-15,17:54:46.080 7        fa65 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:46.080 7        fa65 atm_tasks::insertTaskToSchedule, Task 3 added at time position 2011-12-15 17:54:46
11-Dec-15,17:54:46.080 7        fa65 atm_tasks::insertTaskToSchedule, Inserting task 4
11-Dec-15,17:54:46.081 7        fa65 ent_dependency::depend_parents, Getting tasks that task 4 depends on.
11-Dec-15,17:54:46.081 7        fa65 ent_dependency::depend_parents, Tasks found: 1
11-Dec-15,17:54:46.081 7        fa65 ent_dependency::depend_parents, Getting tasks that task 1 depends on.
11-Dec-15,17:54:46.082 7        fa65 ent_dependency::depend_parents, Tasks found: 1
11-Dec-15,17:54:46.082 7        fa65 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-15,17:54:46.082 7        fa65 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:46.083 7        fa65 atm_tasks::insertTaskToSchedule, Task 4 added at time position 2011-12-15 20:04:46
11-Dec-15,17:54:46.083 7        fa65 atm_tasks::insertTaskToSchedule, Inserting task 5
11-Dec-15,17:54:46.083 7        fa65 ent_dependency::depend_parents, Getting tasks that task 5 depends on.
11-Dec-15,17:54:46.084 7        fa65 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:46.084 7        fa65 atm_tasks::insertTaskToSchedule, Task 5 added at time position 2011-12-15 17:54:46
11-Dec-15,17:54:46.084 7        fa65 atm_tasks::insertTaskToSchedule, Inserting task 6
11-Dec-15,17:54:46.084 7        fa65 ent_dependency::depend_parents, Getting tasks that task 6 depends on.
11-Dec-15,17:54:46.085 7        fa65 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:46.085 7        fa65 atm_tasks::insertTaskToSchedule, Task 6 added at time position 2011-12-15 17:54:46
11-Dec-15,17:54:46.085 7        fa65 atm_tasks::insertTaskToSchedule, Inserting task 5
11-Dec-15,17:54:46.086 7        fa65 ent_dependency::depend_parents, Getting tasks that task 5 depends on.
11-Dec-15,17:54:46.086 7        fa65 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:46.086 7        fa65 atm_tasks::insertTaskToSchedule, Task 5 added at time position 2011-12-15 17:54:46
11-Dec-15,17:54:46.087 7        fa65 atm_tasks::insertTaskToSchedule, Inserting task 6
11-Dec-15,17:54:46.087 7        fa65 ent_dependency::depend_parents, Getting tasks that task 6 depends on.
11-Dec-15,17:54:46.087 7        fa65 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:54:46.087 7        fa65 atm_tasks::insertTaskToSchedule, Task 6 added at time position 2011-12-15 17:54:46
11-Dec-15,17:54:46.088 7        fa65 atm_tasks::insertTaskToSchedule, Inserting task 5
11-Dec-15,17:54:46.088 2 *****  fa65 atm_tasks::insertTaskToSchedule, Looping on tasks: ,5,6
11-Dec-15,17:55:31.005 5 **     fda5 sm_debug::write, Index file request: /tasks
11-Dec-15,17:55:31.016 7        fda5 sm_atm::__construct, Starting ATM: atm_tasks, ACP: 
11-Dec-15,17:55:31.017 7        fda5 sm_sess::_open, save_path = C:\MyFiles\WebSites\whatdoido/sessions
11-Dec-15,17:55:31.028 7        fda5 ent_task::getOpenList, Getting open task list: 0, 0, 0, 0
11-Dec-15,17:55:31.030 7        fda5 ent_task::getOpenList, Tasks found: 6
11-Dec-15,17:55:31.030 7        fda5 atm_tasks::outputdebugtasks, Name: Task 1, Calculated deadline: 
11-Dec-15,17:55:31.031 7        fda5 atm_tasks::outputdebugtasks, Name: Task 2, Calculated deadline: 
11-Dec-15,17:55:31.031 7        fda5 atm_tasks::outputdebugtasks, Name: Task 3, Calculated deadline: 
11-Dec-15,17:55:31.031 7        fda5 atm_tasks::outputdebugtasks, Name: Task 4, Calculated deadline: 2011-12-20 00:00:00
11-Dec-15,17:55:31.032 7        fda5 atm_tasks::outputdebugtasks, Name: Task 5, Calculated deadline: 2011-12-14 18:45:00
11-Dec-15,17:55:31.032 7        fda5 atm_tasks::outputdebugtasks, Name: Task 6, Calculated deadline: 2011-12-14 19:45:00
11-Dec-15,17:55:31.033 7        fda5 atm_tasks::adjustParentDeadline, Task ID: 1
11-Dec-15,17:55:31.033 7        fda5 atm_tasks::adjustParentDeadline, Task ID: 2
11-Dec-15,17:55:31.033 7        fda5 atm_tasks::adjustParentDeadline, Task ID: 3
11-Dec-15,17:55:31.034 7        fda5 atm_tasks::adjustParentDeadline, Task ID: 4
11-Dec-15,17:55:31.034 7        fda5 ent_dependency::depend_parents, Getting tasks that task 4 depends on.
11-Dec-15,17:55:31.035 7        fda5 ent_dependency::depend_parents, Tasks found: 1
11-Dec-15,17:55:31.035 7        fda5 atm_tasks::adjustParentDeadline, Setting deadline for task (no deadline before): 1, new deadline: 2011-12-19 23:20:00
11-Dec-15,17:55:31.036 7        fda5 atm_tasks::adjustParentDeadline, Task ID: 1
11-Dec-15,17:55:31.036 7        fda5 ent_dependency::depend_parents, Getting tasks that task 1 depends on.
11-Dec-15,17:55:31.036 7        fda5 ent_dependency::depend_parents, Tasks found: 1
11-Dec-15,17:55:31.036 7        fda5 atm_tasks::adjustParentDeadline, Setting deadline for task (no deadline before): 2, new deadline: 2011-12-19 23:00:00
11-Dec-15,17:55:31.037 7        fda5 atm_tasks::adjustParentDeadline, Task ID: 2
11-Dec-15,17:55:31.037 7        fda5 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-15,17:55:31.037 7        fda5 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:55:31.038 7        fda5 atm_tasks::adjustParentDeadline, Task ID: 5
11-Dec-15,17:55:31.038 7        fda5 ent_dependency::depend_parents, Getting tasks that task 5 depends on.
11-Dec-15,17:55:31.038 7        fda5 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:55:31.038 7        fda5 atm_tasks::adjustParentDeadline, Task ID: 6
11-Dec-15,17:55:31.039 7        fda5 ent_dependency::depend_parents, Getting tasks that task 6 depends on.
11-Dec-15,17:55:31.039 7        fda5 ent_dependency::depend_parents, Tasks found: 0
11-Dec-15,17:55:31.039 7        fda5 atm_tasks::outputdebugtasks, Name: Task 1, Calculated deadline: 2011-12-19 23:20:00
11-Dec-15,17:55:31.039 7        fda5 atm_tasks::outputdebugtasks, Name: Task 2, Calculated deadline: 2011-12-19 23:00:00
11-Dec-15,17:55:31.040 7        fda5 atm_tasks::outputdebugtasks, Name: Task 3, Calculated deadline: 
11-Dec-15,17:55:31.040 7        fda5 atm_tasks::outputdebugtasks, Name: Task 4, Calculated deadline: 2011-12-20 00:00:00
