11-Dec-20,14:37:27.910 5 **     8d68 sm_debug::write, Index file request: /task/view?tid=6&pid=1
11-Dec-20,14:37:27.922 7        8d68 sm_atm::__construct, Starting ATM: atm_task, ACP: view
11-Dec-20,14:37:27.923 7        8d68 sm_sess::_open, save_path = C:\MyFiles\WebSites\whatdoido/sessions
11-Dec-20,14:37:27.937 7        8d68 ent_dependency::depend_parents, Getting tasks that task 6 depends on.
11-Dec-20,14:37:27.938 7        8d68 ent_dependency::depend_parents, Tasks found: 0
11-Dec-20,14:37:27.938 7        8d68 ent_task::getOpenList, Getting open task list: 1, 0, 0, 0
11-Dec-20,14:37:27.939 7        8d68 ent_task::getOpenList, Tasks found: 8
11-Dec-20,14:37:27.942 7        8d68 atm_task::acp_view, Deadline: 2011-12-21 00:00:00
11-Dec-20,14:37:31.719 5 **     25c1 sm_debug::write, Index file request: /task/view?tid=6&pid=1
11-Dec-20,14:37:31.729 7        25c1 sm_atm::__construct, Starting ATM: atm_task, ACP: view
11-Dec-20,14:37:31.730 7        25c1 sm_sess::_open, save_path = C:\MyFiles\WebSites\whatdoido/sessions
11-Dec-20,14:37:31.741 7        25c1 ent_dependency::depend_parents, Getting tasks that task 6 depends on.
11-Dec-20,14:37:31.742 7        25c1 ent_dependency::depend_parents, Tasks found: 0
11-Dec-20,14:37:31.742 7        25c1 ent_task::getOpenList, Getting open task list: 1, 0, 0, 0
11-Dec-20,14:37:31.743 7        25c1 ent_task::getOpenList, Tasks found: 8
11-Dec-20,14:37:31.748 7        25c1 atm_task::acp_view, Deadline: 2011-12-21 00:00:00
11-Dec-20,14:37:57.064 5 **     56db sm_debug::write, Index file request: /task/view?tid=6&pid=1
11-Dec-20,14:37:57.074 7        56db sm_atm::__construct, Starting ATM: atm_task, ACP: view
11-Dec-20,14:37:57.075 7        56db sm_sess::_open, save_path = C:\MyFiles\WebSites\whatdoido/sessions
11-Dec-20,14:37:57.086 7        56db ent_dependency::depend_parents, Getting tasks that task 6 depends on.
11-Dec-20,14:37:57.087 7        56db ent_dependency::depend_parents, Tasks found: 0
11-Dec-20,14:37:57.087 7        56db ent_task::getOpenList, Getting open task list: 1, 0, 0, 0
11-Dec-20,14:37:57.088 7        56db ent_task::getOpenList, Tasks found: 8
11-Dec-20,14:37:57.093 7        56db atm_task::acp_view, Deadline: 2011-12-21 00:00:00
11-Dec-20,14:38:27.851 5 **     eb22 sm_debug::write, Index file request: /task/view?tid=6&pid=1
11-Dec-20,14:38:27.863 7        eb22 sm_atm::__construct, Starting ATM: atm_task, ACP: view
11-Dec-20,14:38:27.864 7        eb22 sm_sess::_open, save_path = C:\MyFiles\WebSites\whatdoido/sessions
11-Dec-20,14:38:27.878 7        eb22 ent_dependency::depend_parents, Getting tasks that task 6 depends on.
11-Dec-20,14:38:27.879 7        eb22 ent_dependency::depend_parents, Tasks found: 0
